  167/2999     1.41G   0.03228   0.01402         0    0.0463        30       416    0.8133    0.6826    0.7271    0.4542   0.05186  0.007232         0
  168/2999     1.41G   0.03277   0.01408         0   0.04685        25       416       0.8     0.713    0.7223    0.4323   0.05098  0.007134         0
  169/2999     1.41G   0.03313   0.01387         0   0.04699        28       416    0.8227     0.687    0.7451    0.4444   0.05043  0.007017         0
  170/2999     1.41G   0.03254   0.01379         0   0.04634        25       416    0.7697       0.7    0.7158    0.4437   0.04997  0.007266         0
  171/2999     1.41G   0.03237   0.01395         0   0.04632        35       416    0.8263    0.6825     0.707    0.4335   0.05065  0.007295         0
  172/2999     1.41G   0.03231   0.01368         0   0.04599        20       416    0.7719    0.7087    0.7132    0.4293   0.04732  0.007552         0
  173/2999     1.41G   0.03276    0.0145         0   0.04726        28       416    0.7795    0.6783    0.7101    0.4387   0.04905  0.007412         0
  174/2999     1.41G   0.03287   0.01407         0   0.04694        27       416    0.8059    0.7042    0.7186    0.4363    0.0523  0.007036         0
  175/2999     1.41G   0.03165   0.01389         0   0.04554        18       416    0.7839    0.6957    0.7044    0.4371   0.05315  0.007231         0
  176/2999     1.41G   0.03223   0.01403         0   0.04627        26       416    0.8177    0.7215    0.7262    0.4601    0.0541  0.007045         0
  177/2999     1.41G   0.03196   0.01418         0   0.04615        23       416    0.7999     0.713    0.7235    0.4366   0.05449  0.007062         0
  178/2999     1.41G   0.03221   0.01407         0   0.04628        27       416    0.8122    0.6783    0.6927    0.4209   0.05079  0.007398         0
  179/2999     1.41G   0.03209   0.01392         0   0.04602        28       416    0.8491    0.6607    0.7017    0.4323   0.04932   0.00729         0
  180/2999     1.41G   0.03158   0.01363         0   0.04521        27       416    0.8611    0.6739    0.7099    0.4301   0.04927  0.007237         0
  181/2999     1.41G   0.03197   0.01378         0   0.04575        30       416    0.8552    0.6957    0.7245    0.4364   0.05016  0.007293         0
  182/2999     1.41G   0.03222    0.0141         0   0.04633        36       416    0.8159     0.713    0.7277    0.4318   0.05064  0.007089         0
  183/2999     1.41G   0.03148   0.01388         0   0.04536        29       416    0.8135    0.6826    0.7105    0.4308    0.0514  0.007112         0
  184/2999     1.41G   0.03189   0.01345         0   0.04534        30       416    0.8437    0.7043    0.7186    0.4421    0.0539  0.007005         0
  185/2999     1.41G   0.03149   0.01354         0   0.04504        33       416    0.8015    0.7217    0.7152    0.4268   0.05232  0.007308         0
  186/2999     1.41G   0.03156   0.01377         0   0.04533        22       416    0.7939    0.7043    0.6996    0.4449   0.05457  0.007094         0
  187/2999     1.41G    0.0316   0.01395         0   0.04556        23       416    0.8149    0.7083    0.7311    0.4416   0.05238  0.006964         0
  188/2999     1.41G   0.03155   0.01391         0   0.04546        31       416    0.8507    0.6696    0.7137    0.4517   0.05212   0.00729         0
  189/2999     1.41G   0.03268   0.01384         0   0.04652        22       416    0.8449    0.6868    0.7212    0.4404   0.05177  0.007212         0
  190/2999     1.41G   0.03174    0.0137         0   0.04544        16       416     0.798    0.7042    0.7173    0.4439   0.05148  0.007159         0
  191/2999     1.41G   0.03173   0.01401         0   0.04575        27       416    0.8626    0.6826    0.7306    0.4554   0.05294  0.006995         0
  192/2999     1.41G   0.03164   0.01372         0   0.04536        30       416    0.8283    0.7129     0.734    0.4625   0.05438   0.00689         0
  193/2999     1.41G   0.03161   0.01371         0   0.04532        23       416    0.8186    0.6869    0.7285    0.4556   0.05253  0.007006         0
  194/2999     1.41G   0.03109   0.01351         0    0.0446        29       416    0.8261    0.6607    0.7153    0.4488   0.05087  0.007323         0
  195/2999     1.41G   0.03127   0.01336         0   0.04463        23       416    0.8143    0.6864    0.7264    0.4527   0.05218  0.007026         0
  196/2999     1.41G   0.03153   0.01374         0   0.04527        18       416    0.8252       0.7    0.7211    0.4498   0.05315  0.007153         0
  197/2999     1.41G   0.03087   0.01348         0   0.04435        24       416    0.8791    0.6652    0.7133    0.4488   0.05409  0.007099         0
  198/2999     1.41G   0.03096   0.01364         0   0.04459        27       416    0.8018    0.7043     0.724    0.4414    0.0546  0.007196         0
  199/2999     1.41G   0.03136   0.01388         0   0.04524        32       416    0.7663     0.713    0.7128    0.4451   0.05251  0.007256         0
  200/2999     1.41G   0.03121   0.01351         0   0.04472        28       416    0.8586    0.6609    0.7161    0.4513   0.05126  0.007293         0
  201/2999     1.41G   0.03157   0.01366         0   0.04523        33       416    0.8423    0.6739    0.7223    0.4536   0.05114  0.007286         0
  202/2999     1.41G   0.03116   0.01356         0   0.04472        27       416    0.8628    0.6561    0.7273     0.459   0.05159  0.007315         0
  203/2999     1.41G   0.03091   0.01319         0    0.0441        19       416    0.8395    0.6823    0.7383    0.4734   0.05263  0.007023         0
  204/2999     1.41G   0.03069   0.01342         0   0.04411        29       416     0.812    0.6957    0.7206    0.4645   0.05159  0.007049         0
  205/2999     1.41G   0.03118   0.01404         0   0.04521        38       416    0.8199     0.713    0.7445    0.4636    0.0527  0.006965         0
  206/2999     1.41G   0.02988   0.01356         0   0.04343        28       416    0.8889    0.6956    0.7377    0.4683   0.05059  0.006903         0
  207/2999     1.41G   0.03057   0.01358         0   0.04415        26       416    0.8888    0.6949    0.7465    0.4465    0.0505  0.006961         0
  208/2999     1.41G   0.03055   0.01309         0   0.04364        24       416    0.8267    0.7259    0.7465    0.4456   0.05193  0.006897         0
  209/2999     1.41G   0.03091   0.01324         0   0.04415        22       416    0.8632     0.687    0.7308     0.439    0.0545  0.007014         0
  210/2999     1.41G   0.03121   0.01319         0    0.0444        27       416    0.8188    0.7478    0.7423    0.4465   0.05426  0.006988         0
  211/2999     1.41G     0.031   0.01296         0   0.04396        23       416    0.9024    0.6435    0.7358    0.4504   0.05467  0.006974         0
  212/2999     1.41G   0.03045   0.01363         0   0.04408        21       416    0.8733    0.6913    0.7363    0.4439   0.05299  0.007129         0
  213/2999     1.41G   0.03087    0.0131         0   0.04396        24       416    0.8644     0.665     0.728    0.4445   0.05102   0.00731         0
  214/2999     1.41G   0.03065   0.01342         0   0.04407        29       416    0.8391    0.7043    0.7297    0.4514   0.05251  0.007357         0
  215/2999     1.41G   0.03031    0.0132         0   0.04351        30       416    0.8408     0.713    0.7289    0.4469   0.05278  0.007115         0
  216/2999     1.41G   0.03038   0.01309         0   0.04347        25       416    0.8621    0.6826    0.7268    0.4357   0.05181  0.007186         0
  217/2999     1.41G   0.03107   0.01347         0   0.04454        25       416    0.8485    0.6826    0.7275     0.444    0.0532  0.007054         0
  218/2999     1.41G   0.03079   0.01365         0   0.04444        30       416    0.8407    0.7174    0.7336    0.4515   0.05237  0.007088         0
  219/2999     1.41G   0.03012   0.01325         0   0.04337        19       416    0.8441     0.687    0.7413    0.4649   0.05048  0.007294         0
